2021-12-12 22:12:811 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:972 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:262 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (202147b953d50bb0925804f09762acf7)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 09:12:153 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:412 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (07d4f8c937fe533c2c47397b756ce7d4)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:785 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (07d4f8c937fe533c2c47397b756ce7d4)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 09:12:739 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:339 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (aab3f05dc76ecc9986a40e120f098472)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:407 INFO  ViewSystemUsersPage :59 - verifying the system users message : Proxy element for: DefaultElementLocator 'By.id: '
2021-12-13 09:12:889 INFO  ViewSystemUsersPage :64 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (aab3f05dc76ecc9986a40e120f098472)] -> xpath: //input[@id='btnAdd']]
2021-12-13 09:12:943 INFO  AddUserPage :63 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (aab3f05dc76ecc9986a40e120f098472)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 09:12:13 INFO  AddUserPage :68 - selecting user role : Admin
2021-12-13 09:12:122 INFO  AddUserPage :74 - enter the employee name : Ananya Dash
2021-12-13 09:12:230 INFO  AddUserPage :79 - enter the employee username : AnanyaDash100
2021-12-13 09:12:293 INFO  AddUserPage :84 - selecting user status : Disabled
2021-12-13 09:12:396 INFO  AddUserPage :89 - Enter password[[ChromeDriver: chrome on WINDOWS (aab3f05dc76ecc9986a40e120f098472)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 09:12:490 INFO  AddUserPage :93 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (aab3f05dc76ecc9986a40e120f098472)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 09:12:550 INFO  AddUserPage :98 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (aab3f05dc76ecc9986a40e120f098472)] -> xpath: (//form[@id='frmSystemUser'])[1]//child::p//child::input[1]]
2021-12-13 09:12:885 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:649 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (41b059f6c6ad82c9d172686eb7677932)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:602 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:741 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (5ae2595412feee323dc2fe4a431c291e)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 09:12:619 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:977 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (9402519dfa8d6d601f0c5dfd260b70c8)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:350 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (9402519dfa8d6d601f0c5dfd260b70c8)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 09:12:385 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:81 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (4297a6b9491d3518d9353873b698da88)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:159 INFO  ViewSystemUsersPage :59 - verifying the system users message : Proxy element for: DefaultElementLocator 'By.id: '
2021-12-13 09:12:757 INFO  ViewSystemUsersPage :64 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (4297a6b9491d3518d9353873b698da88)] -> xpath: //input[@id='btnAdd']]
2021-12-13 09:12:811 INFO  AddUserPage :63 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (4297a6b9491d3518d9353873b698da88)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 09:12:882 INFO  AddUserPage :68 - selecting user role : Admin
2021-12-13 09:12:993 INFO  AddUserPage :74 - enter the employee name : Ananya Dash
2021-12-13 09:12:99 INFO  AddUserPage :79 - enter the employee username : AnanyaDash200
2021-12-13 09:12:175 INFO  AddUserPage :84 - selecting user status : Disabled
2021-12-13 09:12:276 INFO  AddUserPage :89 - Enter password[[ChromeDriver: chrome on WINDOWS (4297a6b9491d3518d9353873b698da88)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 09:12:361 INFO  AddUserPage :93 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (4297a6b9491d3518d9353873b698da88)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 09:12:422 INFO  AddUserPage :98 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (4297a6b9491d3518d9353873b698da88)] -> xpath: (//form[@id='frmSystemUser'])[1]//child::p//child::input[1]]
2021-12-13 09:12:175 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:97 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (d182c5890abad2a268f8ab48e373f24c)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:979 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:787 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (791b4a13785e17d2c9a4476eaa788688)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 09:12:655 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:164 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (15fc3cdedbf3abf730fd1ce1b5c9c6f8)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:543 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (15fc3cdedbf3abf730fd1ce1b5c9c6f8)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 09:12:466 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:891 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (dfae7cb28524ddb10ca1f75352e2e774)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:976 INFO  ViewSystemUsersPage :59 - verifying the system users message : Proxy element for: DefaultElementLocator 'By.id: '
2021-12-13 09:12:601 INFO  ViewSystemUsersPage :64 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (dfae7cb28524ddb10ca1f75352e2e774)] -> xpath: //input[@id='btnAdd']]
2021-12-13 09:12:670 INFO  AddUserPage :63 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (dfae7cb28524ddb10ca1f75352e2e774)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 09:12:742 INFO  AddUserPage :68 - selecting user role : Admin
2021-12-13 09:12:851 INFO  AddUserPage :74 - enter the employee name : Ananya Dash
2021-12-13 09:12:973 INFO  AddUserPage :79 - enter the employee username : AnanyaDash200
2021-12-13 09:12:42 INFO  AddUserPage :84 - selecting user status : Disabled
2021-12-13 09:12:150 INFO  AddUserPage :89 - Enter password[[ChromeDriver: chrome on WINDOWS (dfae7cb28524ddb10ca1f75352e2e774)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 09:12:247 INFO  AddUserPage :93 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (dfae7cb28524ddb10ca1f75352e2e774)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 09:12:316 INFO  AddUserPage :98 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (dfae7cb28524ddb10ca1f75352e2e774)] -> xpath: (//form[@id='frmSystemUser'])[1]//child::p//child::input[1]]
2021-12-13 09:12:347 INFO  AddUserPage :104 - verifying the add users message : Successfully Saved
2021-12-13 09:12:787 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:848 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (cbf107322d083f4b76f16063c4b6d974)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:820 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:106 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (95337e925c6341360e645567556acde9)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 09:12:30 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:849 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (e3dfd97749a7f193f763e15e44b8fd14)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:198 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (e3dfd97749a7f193f763e15e44b8fd14)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 09:12:153 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:356 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (dde9211595e3155e07f66e3f0c735f6b)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:431 INFO  ViewSystemUsersPage :68 - verifying the system users message : Proxy element for: DefaultElementLocator 'By.id: '
2021-12-13 09:12:955 INFO  ViewSystemUsersPage :73 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (dde9211595e3155e07f66e3f0c735f6b)] -> xpath: //input[@id='btnAdd']]
2021-12-13 09:12:999 INFO  AddUserPage :63 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (dde9211595e3155e07f66e3f0c735f6b)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 09:12:78 INFO  AddUserPage :68 - selecting user role : Admin
2021-12-13 09:12:193 INFO  AddUserPage :74 - enter the employee name : Ananya Dash
2021-12-13 09:12:298 INFO  AddUserPage :79 - enter the employee username : AnanyaDash200
2021-12-13 09:12:366 INFO  AddUserPage :84 - selecting user status : Disabled
2021-12-13 09:12:471 INFO  AddUserPage :89 - Enter password[[ChromeDriver: chrome on WINDOWS (dde9211595e3155e07f66e3f0c735f6b)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 09:12:560 INFO  AddUserPage :93 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (dde9211595e3155e07f66e3f0c735f6b)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 09:12:625 INFO  AddUserPage :98 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (dde9211595e3155e07f66e3f0c735f6b)] -> xpath: (//form[@id='frmSystemUser'])[1]//child::p//child::input[1]]
2021-12-13 09:12:658 INFO  AddUserPage :104 - verifying the add users message : Successfully Saved
2021-12-13 09:12:516 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:865 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (fc22fe92d3ed842c1bd41499832fb237)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:937 INFO  ViewSystemUsersPage :68 - verifying the system users message : Proxy element for: DefaultElementLocator 'By.id: '
2021-12-13 09:12:702 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:643 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (09e3947b8b67207a88c427e937722d40)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:664 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:780 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (82e943dc99a846a613e3b46fdccfd469)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 09:12:668 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:970 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (76bfc4cb84b83364b16615d63276839a)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:289 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (76bfc4cb84b83364b16615d63276839a)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 09:12:281 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:512 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (aa1478abbe7f468a82e9afe114ab1452)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:559 INFO  ViewSystemUsersPage :68 - verifying the system users message : [[ChromeDriver: chrome on WINDOWS (aa1478abbe7f468a82e9afe114ab1452)] -> xpath: //h1[normalize-space()='System Users']]
2021-12-13 09:12:146 INFO  ViewSystemUsersPage :73 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (aa1478abbe7f468a82e9afe114ab1452)] -> xpath: //input[@id='btnAdd']]
2021-12-13 09:12:189 INFO  AddUserPage :63 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (aa1478abbe7f468a82e9afe114ab1452)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 09:12:262 INFO  AddUserPage :68 - selecting user role : Admin
2021-12-13 09:12:375 INFO  AddUserPage :74 - enter the employee name : Ananya Dash
2021-12-13 09:12:496 INFO  AddUserPage :79 - enter the employee username : AnanyaDash200
2021-12-13 09:12:563 INFO  AddUserPage :84 - selecting user status : Disabled
2021-12-13 09:12:667 INFO  AddUserPage :89 - Enter password[[ChromeDriver: chrome on WINDOWS (aa1478abbe7f468a82e9afe114ab1452)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 09:12:765 INFO  AddUserPage :93 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (aa1478abbe7f468a82e9afe114ab1452)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 09:12:831 INFO  AddUserPage :98 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (aa1478abbe7f468a82e9afe114ab1452)] -> xpath: (//form[@id='frmSystemUser'])[1]//child::p//child::input[1]]
2021-12-13 09:12:863 INFO  AddUserPage :104 - verifying the add users message : Successfully Saved
2021-12-13 09:12:802 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:261 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (b57ec3483c9311ce6aacbe050f18546d)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:299 INFO  ViewSystemUsersPage :68 - verifying the system users message : [[ChromeDriver: chrome on WINDOWS (b57ec3483c9311ce6aacbe050f18546d)] -> xpath: //h1[normalize-space()='System Users']]
2021-12-13 09:12:391 INFO  ViewSystemUsersPage :78 - enter the user name :AnanyaDash200
2021-12-13 09:12:918 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:81 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (09cd53febeab9b053dcd88ee83afa412)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:52 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:455 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (b95ccafa42f8dd0601b3d0560be1b0bc)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 09:12:318 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:496 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (5e8c2ca2166bd1d6c8c6eb5b7345a4af)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:899 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (5e8c2ca2166bd1d6c8c6eb5b7345a4af)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 09:12:852 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:92 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (7f34b44d9418a7cdf86f0c7d78c6c730)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:134 INFO  ViewSystemUsersPage :68 - verifying the system users message : [[ChromeDriver: chrome on WINDOWS (7f34b44d9418a7cdf86f0c7d78c6c730)] -> xpath: //h1[normalize-space()='System Users']]
2021-12-13 09:12:665 INFO  ViewSystemUsersPage :73 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (7f34b44d9418a7cdf86f0c7d78c6c730)] -> xpath: //input[@id='btnAdd']]
2021-12-13 09:12:715 INFO  AddUserPage :63 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (7f34b44d9418a7cdf86f0c7d78c6c730)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 09:12:794 INFO  AddUserPage :68 - selecting user role : Admin
2021-12-13 09:12:906 INFO  AddUserPage :74 - enter the employee name : Ananya Dash
2021-12-13 09:12:26 INFO  AddUserPage :79 - enter the employee username : AnanyaDash200
2021-12-13 09:12:96 INFO  AddUserPage :84 - selecting user status : Disabled
2021-12-13 09:12:197 INFO  AddUserPage :89 - Enter password[[ChromeDriver: chrome on WINDOWS (7f34b44d9418a7cdf86f0c7d78c6c730)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 09:12:302 INFO  AddUserPage :93 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (7f34b44d9418a7cdf86f0c7d78c6c730)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 09:12:359 INFO  AddUserPage :98 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (7f34b44d9418a7cdf86f0c7d78c6c730)] -> xpath: (//form[@id='frmSystemUser'])[1]//child::p//child::input[1]]
2021-12-13 09:12:386 INFO  AddUserPage :104 - verifying the add users message : Successfully Saved
2021-12-13 09:12:264 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:750 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (7ae248755a03431bd1b1138ec8b6a396)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:798 INFO  ViewSystemUsersPage :68 - verifying the system users message : [[ChromeDriver: chrome on WINDOWS (7ae248755a03431bd1b1138ec8b6a396)] -> xpath: //h1[normalize-space()='System Users']]
2021-12-13 09:12:884 INFO  ViewSystemUsersPage :78 - enter the user name :AnanyaDash200
2021-12-13 09:12:485 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:375 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (dce636f2060b462be83c5e4e17023800)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:302 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:549 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (c1ae8eeaa3a7b1a800d8d541f1833b02)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 09:12:418 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:767 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (40fdda4082f37e3d2a0afc479d976355)] -> xpath: //a[@id='welcome']]
2021-12-13 09:12:137 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (40fdda4082f37e3d2a0afc479d976355)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 09:12:272 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:595 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (9ed15ad3d9b17c62f1e73b15e3506492)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:643 INFO  ViewSystemUsersPage :68 - verifying the system users message : [[ChromeDriver: chrome on WINDOWS (9ed15ad3d9b17c62f1e73b15e3506492)] -> xpath: //h1[normalize-space()='System Users']]
2021-12-13 09:12:200 INFO  ViewSystemUsersPage :73 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (9ed15ad3d9b17c62f1e73b15e3506492)] -> xpath: //input[@id='btnAdd']]
2021-12-13 09:12:245 INFO  AddUserPage :63 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (9ed15ad3d9b17c62f1e73b15e3506492)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 09:12:321 INFO  AddUserPage :68 - selecting user role : Admin
2021-12-13 09:12:441 INFO  AddUserPage :74 - enter the employee name : Ananya Dash
2021-12-13 09:12:563 INFO  AddUserPage :79 - enter the employee username : AnanyaDash200
2021-12-13 09:12:630 INFO  AddUserPage :84 - selecting user status : Disabled
2021-12-13 09:12:733 INFO  AddUserPage :89 - Enter password[[ChromeDriver: chrome on WINDOWS (9ed15ad3d9b17c62f1e73b15e3506492)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 09:12:831 INFO  AddUserPage :93 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (9ed15ad3d9b17c62f1e73b15e3506492)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 09:12:892 INFO  AddUserPage :98 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (9ed15ad3d9b17c62f1e73b15e3506492)] -> xpath: (//form[@id='frmSystemUser'])[1]//child::p//child::input[1]]
2021-12-13 09:12:917 INFO  AddUserPage :104 - verifying the add users message : Successfully Saved
2021-12-13 09:12:849 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 09:12:190 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (ecfeb8b7f1970d290498030a0fe4af81)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 09:12:228 INFO  ViewSystemUsersPage :68 - verifying the system users message : [[ChromeDriver: chrome on WINDOWS (ecfeb8b7f1970d290498030a0fe4af81)] -> xpath: //h1[normalize-space()='System Users']]
2021-12-13 09:12:298 INFO  ViewSystemUsersPage :78 - enter the user name :AnanyaDash200
2021-12-13 10:12:666 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 10:12:796 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (573878200963c87a33ddc4cc58164dea)] -> xpath: //a[@id='welcome']]
2021-12-13 10:12:807 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 10:12:303 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (39ec92a92fea65117c8e2dc4ca69da7a)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 10:12:284 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 10:12:502 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (57f9245efcbe505bef636f715d9a2185)] -> xpath: //a[@id='welcome']]
2021-12-13 10:12:781 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (57f9245efcbe505bef636f715d9a2185)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 10:12:819 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 10:12:33 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (ac5df96839a47495d5d47f5895ee64a6)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 10:12:88 INFO  ViewSystemUsersPage :68 - verifying the system users message : [[ChromeDriver: chrome on WINDOWS (ac5df96839a47495d5d47f5895ee64a6)] -> xpath: //h1[normalize-space()='System Users']]
2021-12-13 10:12:635 INFO  ViewSystemUsersPage :73 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (ac5df96839a47495d5d47f5895ee64a6)] -> xpath: //input[@id='btnAdd']]
2021-12-13 10:12:690 INFO  AddUserPage :63 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (ac5df96839a47495d5d47f5895ee64a6)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 10:12:763 INFO  AddUserPage :68 - selecting user role : Admin
2021-12-13 10:12:875 INFO  AddUserPage :74 - enter the employee name : Ananya Dash
2021-12-13 10:12:00 INFO  AddUserPage :79 - enter the employee username : AnanyaDash200
2021-12-13 10:12:64 INFO  AddUserPage :84 - selecting user status : Disabled
2021-12-13 10:12:166 INFO  AddUserPage :89 - Enter password[[ChromeDriver: chrome on WINDOWS (ac5df96839a47495d5d47f5895ee64a6)] -> xpath: //input[@id='systemUser_password']]
2021-12-13 10:12:267 INFO  AddUserPage :93 - Enter confirmation password[[ChromeDriver: chrome on WINDOWS (ac5df96839a47495d5d47f5895ee64a6)] -> xpath: //input[@id='systemUser_confirmPassword']]
2021-12-13 10:12:330 INFO  AddUserPage :98 - Click on the save Button : [[ChromeDriver: chrome on WINDOWS (ac5df96839a47495d5d47f5895ee64a6)] -> xpath: (//form[@id='frmSystemUser'])[1]//child::p//child::input[1]]
2021-12-13 10:12:359 INFO  AddUserPage :104 - verifying the add users message : Successfully Saved
2021-12-13 10:12:318 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 10:12:808 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (092cbfdf523cda2e31eaa6b7b85b6b42)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 10:12:848 INFO  ViewSystemUsersPage :68 - verifying the system users message : [[ChromeDriver: chrome on WINDOWS (092cbfdf523cda2e31eaa6b7b85b6b42)] -> xpath: //h1[normalize-space()='System Users']]
2021-12-13 10:12:945 INFO  ViewSystemUsersPage :78 - enter the user name :AnanyaDash200
2021-12-13 10:12:586 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 10:12:517 INFO  HomePage :55 - verifying the welcome message : [[ChromeDriver: chrome on WINDOWS (8bc3650ab5af59a99212de27735e1e70)] -> xpath: //a[@id='welcome']]
2021-12-13 10:12:503 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 10:12:886 INFO  HomePage :62 - verifying the logo : [[ChromeDriver: chrome on WINDOWS (08ed4adee3fbf908b70f5ee11601a607)] -> xpath: //img[@alt='OrangeHRM']]
2021-12-13 10:12:828 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 10:12:165 INFO  HomePage :67 - Clicking on the user profile logo : [[ChromeDriver: chrome on WINDOWS (6807e7214ca1258b3b5d171a1f2e0974)] -> xpath: //a[@id='welcome']]
2021-12-13 10:12:566 INFO  HomePage :74 - click on logout: [[ChromeDriver: chrome on WINDOWS (6807e7214ca1258b3b5d171a1f2e0974)] -> xpath: //a[normalize-space()='Logout']]
2021-12-13 10:12:526 INFO  ManageDriver :30 - Launching Chrome Browser
2021-12-13 10:12:08 INFO  HomePage :80 - click on admin tab : [[ChromeDriver: chrome on WINDOWS (656a0d3399cdc5db4aaaf3ba6b5000ca)] -> xpath: //b[normalize-space()='Admin']]
2021-12-13 10:12:48 INFO  ViewSystemUsersPage :68 - verifying the system users message : [[ChromeDriver: chrome on WINDOWS (656a0d3399cdc5db4aaaf3ba6b5000ca)] -> xpath: //h1[normalize-space()='System Users']]
2021-12-13 10:12:615 INFO  ViewSystemUsersPage :73 - clicking on add button : [[ChromeDriver: chrome on WINDOWS (656a0d3399cdc5db4aaaf3ba6b5000ca)] -> xpath: //input[@id='btnAdd']]
2021-12-13 10:12:671 INFO  AddUserPage :63 - verifying the add users message : [[ChromeDriver: chrome on WINDOWS (656a0d3399cdc5db4aaaf3ba6b5000ca)] -> xpath: //h1[@id='UserHeading']]
2021-12-13 10:12:740 INFO  AddUserPage :68 - selecting user role : Admin
2021-12-13 10:12:858 INFO  AddUserPage :74 - enter the employee name : Ananya Dash
2021-12-13 10:12:963 INFO  AddUserPage :79 - enter the employee username : AnanyaDash200
2021-12-13 10:12:26 INFO  AddUserPage :84 - selecting user status : Disabled
